place,bib,racer_id,group,time,race_id
4,28,5,ALL,00:27:11.6,126
5,49,20,ALL,00:29:52.5,126
6,18,9,ALL,00:30:02.2,126
7,47,36,ALL,00:30:16.9,126
8,26,37,ALL,00:30:18.0,126
9,11,2,ALL,00:34:06.3,126
1,100,18,ALL,00:22:30.0,127
2,44,5,ALL,00:22:45.0,127
3,49,21,ALL,00:22:46.0,127
4,26,38,ALL,00:24:47.3,127
5,96,37,ALL,00:28:46.1,127
6,1,1,ALL,00:28:47.5,127
7,11,2,ALL,00:29:07.0,127
8,13,7,ALL,00:29:19.2,127
9,38,69,ALL,00:29:46.0,127
10,28,4,ALL,00:30:26.9,127
11,47,33,ALL,00:32:26.0,127
12,27,3,ALL,00:38:33.5,127
1,3,18,ALL,00:22:00.4,129
2,99,5,ALL,00:24:23.0,129
3,53,21,ALL,00:24:25.7,129
4,1,1,ALL,00:24:26.6,129
5,47,16,ALL,00:24:43.4,129
6,38,12,ALL,00:25:42.3,129
7,100,7,ALL,00:26:59.4,129
8,44,199,ALL,00:27:59.7,129
9,28,364,ALL,00:28:03.9,129
10,177,37,ALL,00:29:56.6,129
11,35,4,ALL,00:30:05.7,129
12,96,222,ALL,00:30:11.7,129
13,31,366,ALL,00:30:13.8,129
14,23,316,ALL,00:30:24.6,129
15,88,337,ALL,00:30:25.7,129
16,4,36,ALL,00:31:19.2,129
17,11,2,ALL,00:49:36.7,129
18,49,94,ALL,00:49:39.3,129
19,18,113,ALL,00:49:50.1,129
1,44,18,ALL,00:23:15.0,130
2,31,21,ALL,00:24:09.0,130
3,178,22,ALL,00:24:41.0,130
4,88,5,ALL,00:26:38.0,130
5,11,2,ALL,00:28:31.1,130
6,177,37,ALL,00:28:36.6,130
7,28,287,ALL,00:29:13.5,130
8,4,36,ALL,00:32:28.8,130
9,26,330,ALL,00:36:26.6,130
10,18,182,ALL,00:42:22.8,130
11,47,94,ALL,00:42:30.4,130
12,96,113,ALL,00:42:33.6,130
1,1,1,ALL,00:23:16.1,128
2,38,21,ALL,00:23:20.8,128
3,28,52,ALL,00:24:21.1,128
4,44,5,ALL,00:24:39.0,128
5,11,2,ALL,00:27:35.9,128
6,47,12,ALL,00:27:42.4,128
7,88,37,ALL,00:27:55.6,128
8,13,4,ALL,00:29:35.5,128
9,49,19,ALL,00:31:08.9,128
10,31,69,ALL,00:32:44.9,128
1,44,5,ALL,00:24:18.2,131
2,1,1,ALL,00:26:04.5,131
3,88,4,ALL,00:26:39.7,131
4,28,7,ALL,00:26:56.1,131
5,177,37,ALL,00:28:30.6,131
6,11,2,ALL,00:29:11.3,131
7,4,36,ALL,00:31:52.2,131
8,53,3,ALL,00:34:31.6,131
9,26,10,ALL,00:35:37.1,131
10,49,103,ALL,00:39:33.6,131
1,177,34,ALL,00:21:00.0,132
2,49,18,ALL,00:22:30.0,132
3,18,21,ALL,00:27:37.0,132
4,44,20,ALL,00:28:14.0,132
5,96,71,ALL,00:29:38.8,132
6,11,2,ALL,00:29:39.1,132
7,28,22,ALL,00:29:39.2,132
8,88,346,ALL,00:30:06.3,132
9,26,54,ALL,00:30:43.0,132
10,1,1,ALL,00:33:03.7,132
11,53,3,ALL,00:34:23.9,132
1,44,5,ALL,00:24:44.0,133
2,1,1,ALL,00:24:50.5,133
3,100,21,ALL,00:25:14.3,133
4,47,7,ALL,00:25:40.7,133
5,26,4,ALL,00:26:40.4,133
6,49,12,ALL,00:27:09.6,133
7,39,190,ALL,00:27:33.5,133
8,31,22,ALL,00:28:10.7,133
9,18,20,ALL,00:28:11.6,133
10,177,37,ALL,00:28:12.7,133
11,101,71,ALL,00:28:53.6,133
12,11,2,ALL,00:28:54.9,133
13,28,41,ALL,00:31:04.7,133
14,4,36,ALL,00:32:57.3,133
15,53,3,ALL,00:34:13.9,133
1,88,8,ALL,00:23:03.0,134
2,44,5,ALL,00:23:28.0,134
3,1,1,ALL,00:24:05.2,134
4,26,21,ALL,00:24:12.0,134
5,47,7,ALL,00:26:41.7,134
6,11,2,ALL,00:29:39.0,134
7,28,9,ALL,00:34:01.7,134
8,53,3,ALL,00:34:43.4,134
1,44,8,ALL,00:21:53.7,135
2,28,18,ALL,00:21:56.9,135
3,26,265,ALL,00:26:51.4,135
4,18,4,ALL,00:28:44.8,135
5,177,37,ALL,00:29:17.0,135
6,88,19,ALL,00:30:08.5,135
7,4,36,ALL,00:30:16.3,135
8,53,3,ALL,00:34:28.0,135
9,2,9,ALL,00:34:29.1,135
1,177,8,ALL,00:21:17.5,136
2,44,5,ALL,00:23:58.0,136
3,1,1,ALL,00:24:08.6,136
4,49,7,ALL,00:26:06.9,136
5,26,20,ALL,00:28:05.2,136
6,11,2,ALL,00:29:56.4,136
1,49,8,ALL,00:21:23.5,137
2,1,1,ALL,00:21:39.5,137
3,28,18,ALL,00:22:03.4,137
4,44,5,ALL,00:23:52.5,137
5,35,21,ALL,00:23:57.4,137
6,80,93,ALL,00:24:29.2,137
7,100,16,ALL,00:24:48.1,137
8,26,114,ALL,00:26:01.8,137
9,73,7,ALL,00:26:03.4,137
10,16,4,ALL,00:26:40.4,137
11,18,151,ALL,00:28:35.1,137
12,11,2,ALL,00:28:36.2,137
13,14,20,ALL,00:28:49.5,137
14,88,220,ALL,00:32:33.0,137
15,39,339,ALL,00:32:48.7,137
16,48,75,ALL,00:44:21.3,137
17,38,368,ALL,00:44:22.2,137
18,177,356,ALL,00:46:20.7,137
1,26,8,ALL,00:20:41.0,138
2,80,333,ALL,00:20:48.0,138
3,38,18,ALL,00:22:42.2,138
4,1,1,ALL,00:22:50.5,138
5,28,7,ALL,00:25:35.6,138
6,88,22,ALL,00:25:45.0,138
7,44,5,ALL,00:27:17.2,138
8,177,37,ALL,00:28:06.9,138
9,73,197,ALL,00:28:08.5,138
10,18,226,ALL,00:35:59.2,138
11,48,69,ALL,00:36:23.6,138
12,14,36,ALL,00:36:24.5,138
13,39,369,ALL,00:37:37.4,138
14,47,208,ALL,00:37:44.1,138
15,27,3,ALL,00:38:27.9,138
1,49,8,ALL,00:21:53.0,139
2,35,18,ALL,00:22:39.0,139
3,1,1,ALL,00:22:48.8,139
4,26,21,ALL,00:22:49.0,139
5,44,5,ALL,00:23:20.2,139
6,8,93,ALL,00:24:14.4,139
7,11,2,ALL,00:31:53.3,139
8,73,4,ALL,00:31:55.5,139
9,53,3,ALL,00:36:20.6,139
1,13,8,ALL,00:22:00.0,140
2,39,21,ALL,00:22:52.0,140
3,1,1,ALL,00:23:45.4,140
4,44,5,ALL,00:24:43.0,140
5,88,22,ALL,00:26:54.6,140
6,3,4,ALL,00:27:03.5,140
7,79,46,ALL,00:28:23.9,140
8,41,20,ALL,00:28:25.0,140
9,87,45,ALL,00:28:26.3,140
10,23,41,ALL,00:31:36.1,140
11,10,9,ALL,00:34:56.9,140
12,53,3,ALL,00:37:52.8,140
1,8,8,ALL,00:22:20.1,141
2,38,18,ALL,00:22:35.0,141
3,73,21,ALL,00:22:52.0,141
4,1,1,ALL,00:23:54.5,141
5,44,5,ALL,00:24:24.0,141
6,35,49,ALL,00:25:25.6,141
7,49,46,ALL,00:27:46.7,141
8,39,45,ALL,00:27:47.6,141
9,28,41,ALL,00:30:10.0,141
10,53,35,ALL,00:42:18.9,141
11,88,3,ALL,00:42:20.4,141
12,26,277,ALL,00:55:44.1,141
1,8,8,ALL,00:22:33.4,142
2,35,52,ALL,00:23:36.4,142
3,1,1,ALL,00:23:46.9,142
4,44,5,ALL,00:24:43.6,142
5,38,21,ALL,00:24:49.0,142
6,11,2,ALL,00:27:47.7,142
7,73,38,ALL,00:28:12.7,142
8,28,20,ALL,00:29:43.9,142
9,88,22,ALL,00:30:21.2,142
10,26,12,ALL,00:30:22.3,142
11,49,4,ALL,00:31:53.2,142
12,39,14,ALL,00:32:53.8,142
13,18,29,ALL,00:34:26.5,142
14,53,3,ALL,00:34:53.8,142
15,48,6,ALL,00:38:30.2,142
1,1,8,ALL,00:24:10.4,143
2,13,41,ALL,00:29:13.0,143
3,26,33,ALL,00:30:43.0,143
4,44,312,ALL,00:52:59.0,143
1,26,8,ALL,00:23:25.2,144
2,1,1,ALL,00:25:35.4,144
3,38,21,ALL,00:25:38.8,144
4,44,5,ALL,00:27:19.1,144
5,73,41,ALL,00:29:53.4,144
6,35,33,ALL,00:34:37.0,144
7,80,9,ALL,00:36:14.8,144
8,39,343,ALL,00:41:52.8,144
1,49,8,ALL,00:22:42.7,145
2,1,1,ALL,00:24:29.5,145
3,53,49,ALL,00:27:45.9,145
4,39,45,ALL,00:27:50.8,145
5,44,5,ALL,00:28:01.0,145
6,28,46,ALL,00:28:31.0,145
7,80,21,ALL,00:29:00.8,145
8,73,41,ALL,00:29:53.5,145
9,11,2,ALL,00:34:23.7,145
10,26,4,ALL,00:34:26.6,145
11,27,3,ALL,00:36:27.0,145
1,8,8,ALL,00:22:50.2,146
2,44,5,ALL,00:23:09.8,146
3,1,1,ALL,00:23:42.0,146
4,49,16,ALL,00:24:15.4,146
5,39,21,ALL,00:24:21.9,146
6,38,41,ALL,00:28:21.3,146
7,11,2,ALL,00:28:32.7,146
8,53,12,ALL,00:28:34.2,146
9,26,4,ALL,00:29:21.8,146
10,48,117,ALL,00:35:03.5,146
11,28,9,ALL,00:35:14.5,146
12,27,3,ALL,00:35:25.4,146
13,73,20,ALL,00:39:46.7,146
14,18,235,ALL,00:39:50.3,146
1,26,8,ALL,00:22:08.1,147
2,100,18,ALL,00:23:01.1,147
3,44,5,ALL,00:24:56.0,147
4,39,7,ALL,00:25:06.5,147
5,1,1,ALL,00:25:37.6,147
6,56,204,ALL,00:25:38.6,147
7,85,38,ALL,00:26:21.0,147
8,38,9,ALL,00:32:04.9,147
9,35,181,ALL,00:32:12.6,147
10,8,139,ALL,00:32:14.2,147
11,50,33,ALL,00:32:17.9,147
12,88,29,ALL,00:34:29.7,147
13,27,3,ALL,00:35:00.1,147
14,53,35,ALL,00:42:24.2,147
15,52,148,ALL,00:42:29.1,147
1,8,8,ALL,00:21:43.0,149
2,1,1,ALL,00:22:30.6,149
3,44,5,ALL,00:27:52.0,149
4,11,2,ALL,00:29:57.8,149
5,49,22,ALL,00:30:01.1,149
6,88,9,ALL,00:34:04.9,149
7,27,29,ALL,00:34:26.1,149
1,50,8,ALL,00:24:38.0,148
2,44,5,ALL,00:24:43.0,148
3,35,117,ALL,00:28:04.1,148
4,58,212,ALL,00:29:17.9,148
5,27,3,ALL,00:35:03.1,148
1,27,289,ALL,00:22:29.0,150
2,39,18,ALL,00:23:52.4,150
3,50,132,ALL,00:38:39.6,150
1,92,8,Loop-Beer,00:47:20.8,150
2,1,1,Loop-Beer,00:47:49.0,150
3,44,5,Loop-Beer,00:54:02.8,150
4,88,65,Loop-Beer,00:54:32.5,150
5,26,16,Loop-Beer,00:55:32.0,150
6,73,7,Loop-Beer,00:55:33.1,150
7,49,22,Loop-Beer,00:55:50.1,150
4,53,167,ALL,00:56:20.0,150
5,52,3,ALL,00:56:25.5,150
6,100,129,ALL,00:57:50.6,150
8,56,4,Loop-Beer,00:58:35.2,150
9,11,2,Loop-Beer,00:59:26.1,150
10,35,20,Loop-Beer,01:04:28.0,150
11,10,9,Loop-Beer,01:15:12.8,150
12,47,179,Loop-Beer,01:17:03.6,150
13,38,274,Loop-Beer,01:17:08.1,150
14,80,29,Loop-Beer,01:25:10.8,150
1,50,8,ALL,00:22:50.3,151
2,24,18,ALL,00:22:53.4,151
3,47,21,ALL,00:24:16.2,151
4,35,16,ALL,00:24:52.5,151
5,100,23,ALL,00:25:27.8,151
6,1,1,ALL,00:25:28.5,151
7,26,4,ALL,00:27:42.6,151
8,11,2,ALL,00:28:43.0,151
9,77,12,ALL,00:28:57.3,151
10,53,3,ALL,00:33:45.1,151
11,92,310,ALL,00:33:45.4,151
12,8,29,ALL,00:41:46.4,151
1,8,8,ALL,00:21:22.2,152
2,44,5,ALL,00:22:44.6,152
3,92,18,ALL,00:23:39.4,152
4,47,16,ALL,00:23:40.4,152
5,1,1,ALL,00:24:45.9,152
6,53,49,ALL,00:25:27.5,152
7,49,22,ALL,00:26:37.1,152
8,35,4,ALL,00:26:53.0,152
9,11,2,ALL,00:27:45.8,152
10,77,46,ALL,00:29:20.1,152
11,50,315,ALL,00:29:38.4,152
12,88,334,ALL,00:32:33.1,152
13,56,9,ALL,00:35:01.9,152
14,100,29,ALL,00:42:28.1,152
1,100,8,ALL,00:21:56.4,153
2,1,1,ALL,00:22:37.2,153
3,88,18,ALL,00:23:26.9,153
4,49,16,ALL,00:24:24.4,153
5,44,5,ALL,00:25:34.6,153
6,35,4,ALL,00:25:43.3,153
7,50,37,ALL,00:29:09.9,153
8,11,2,ALL,00:30:43.6,153
9,28,22,ALL,00:30:44.9,153
10,77,36,ALL,00:32:40.5,153
11,80,9,ALL,00:33:27.9,153
12,53,3,ALL,00:34:41.7,153
13,92,66,ALL,00:34:44.7,153
14,56,317,ALL,00:38:06.9,153
1,88,8,ALL,00:21:05.0,154
2,47,324,ALL,00:21:51.0,154
3,27,16,ALL,00:24:20.0,154
4,44,5,ALL,00:25:04.0,154
5,49,22,ALL,00:25:38.0,154
6,11,2,ALL,00:27:15.4,154
7,92,66,ALL,00:32:05.3,154
8,93,4,ALL,00:33:56.7,154
9,28,9,ALL,00:33:57.7,154
10,56,29,ALL,00:34:10.4,154
11,77,50,ALL,00:34:41.1,154
12,52,3,ALL,00:34:56.6,154
13,53,35,ALL,00:48:04.4,154
1,8,8,ALL,00:24:29.1,155
2,44,5,ALL,00:25:07.1,155
3,1,1,ALL,00:25:10.9,155
4,88,16,ALL,00:27:13.9,155
5,39,7,ALL,00:27:24.9,155
6,11,2,ALL,00:28:37.2,155
7,38,66,ALL,00:31:30.3,155
8,77,50,ALL,00:34:47.4,155
9,52,134,ALL,00:48:10.2,155
1,52,8,ALL,00:22:36.6,156
2,44,5,ALL,00:22:39.7,156
3,1,1,ALL,00:23:01.8,156
4,80,16,ALL,00:23:40.9,156
5,35,38,ALL,00:25:21.5,156
6,11,2,ALL,00:29:51.4,156
7,50,4,ALL,00:29:53.9,156
8,77,73,ALL,00:32:33.6,156
9,27,3,ALL,00:32:34.8,156
10,49,177,ALL,00:33:15.1,156
11,38,14,ALL,00:34:09.1,156
12,88,29,ALL,00:37:52.7,156
13,39,6,ALL,00:38:22.1,156
14,53,35,ALL,00:50:17.7,156
1,37,7,ALL,00:24:43.4,157
2,35,4,ALL,00:27:27.3,157
3,38,46,ALL,00:28:08.5,157
4,80,16,ALL,00:28:11.0,157
5,44,5,ALL,00:28:11.6,157
6,1,1,ALL,00:29:41.4,157
7,11,221,ALL,00:29:47.5,157
8,73,322,ALL,00:29:51.5,157
9,49,49,ALL,00:30:11.3,157
10,39,19,ALL,00:32:00.2,157
11,27,3,ALL,00:32:48.7,157
12,50,9,ALL,00:36:24.0,157
13,77,73,ALL,00:37:40.9,157
1,35,8,ALL,00:20:54.2,158
2,44,5,ALL,00:22:13.8,158
3,1,1,ALL,00:24:11.6,158
4,80,16,ALL,00:26:05.1,158
5,27,3,ALL,00:33:36.6,158
6,11,2,ALL,00:45:31.8,158
5,1,1,ALL,00:24:21.0,159
10,94,20,ALL,00:28:11.0,159
11,52,50,ALL,00:28:24.0,159
12,77,73,ALL,00:30:14.0,159
13,37,354,ALL,00:30:15.0,159
14,49,19,ALL,00:31:15.0,159
15,93,9,ALL,00:34:16.0,159
16,38,100,ALL,00:35:43.0,159
17,73,70,ALL,00:35:44.0,159
18,50,45,ALL,00:55:30.0,159
6,80,22,ALL,00:24:22.0,159
7,44,5,ALL,00:24:23.0,159
4,88,16,ALL,00:24:19.0,159
3,100,52,ALL,00:24:08.0,159
1,26,8,ALL,00:20:33.0,159
2,47,78,ALL,00:22:18.0,159
8,11,2,ALL,00:27:27.0,159
9,53,4,ALL,00:27:35.0,159
2,1,1,ALL,00:24:25.0,160
10,53,9,ALL,00:32:22.7,160
11,26,231,ALL,00:38:21.0,160
12,52,35,ALL,00:44:27.3,160
3,37,7,ALL,00:24:26.0,160
1,93,8,ALL,00:20:24.0,160
4,88,16,ALL,00:26:03.1,160
5,50,45,ALL,00:26:21.4,160
6,49,22,ALL,00:27:23.5,160
7,35,20,ALL,00:29:17.1,160
8,11,2,ALL,00:30:37.8,160
9,39,121,ALL,00:30:45.6,160
2,1,1,ALL,00:23:28.1,161
10,21,50,ALL,00:29:28.6,161
11,73,4,ALL,00:30:19.8,161
12,47,48,ALL,00:30:22.7,161
13,53,3,ALL,00:34:44.2,161
14,52,133,ALL,00:35:00.4,161
15,28,352,ALL,00:35:01.4,161
1,93,8,ALL,00:20:28.0,161
3,77,38,ALL,00:23:48.0,161
4,49,7,ALL,00:23:59.4,161
5,8,16,ALL,00:24:39.3,161
6,44,5,ALL,00:24:43.2,161
7,50,65,ALL,00:25:19.4,161
8,26,45,ALL,00:25:47.1,161
9,88,22,ALL,00:26:08.6,161
1,1,1,Loop-Beer,00:55:00.0,162
7,37,331,ALL,01:05:28.1,162
5,38,20,Loop-Beer,01:10:14.7,162
6,100,22,Loop-Beer,01:11:56.7,162
7,11,2,Loop-Beer,01:11:57.7,162
8,35,282,ALL,01:14:12.0,162
9,50,308,ALL,01:14:14.3,162
10,80,9,Loop-Beer,01:20:02.5,162
8,53,3,Loop-Beer,01:24:10.4,162
9,93,29,Loop-Beer,01:44:22.9,162
2,85,7,Loop-Beer,00:55:36.0,162
4,33,4,Loop-Beer,01:02:57.4,162
3,51,65,Loop-Beer,00:58:51.0,162
4,77,112,ALL,00:36:07.0,162
2,44,5,ALL,00:26:28.0,162
3,28,16,ALL,00:27:41.0,162
6,27,266,ALL,00:56:51.0,162
5,52,35,ALL,00:55:42.0,162
1,101,8,ALL,00:24:13.0,162
2,1,1,ALL,00:24:28.0,163
10,50,12,ALL,00:30:21.3,163
11,33,154,ALL,00:36:48.5,163
12,28,273,ALL,00:37:31.0,163
13,80,136,ALL,00:54:02.1,163
14,77,112,ALL,00:54:03.4,163
15,38,301,ALL,00:54:55.2,163
3,44,5,ALL,00:24:29.0,163
5,35,239,ALL,00:24:48.9,163
1,47,8,ALL,00:20:25.0,163
6,88,16,ALL,00:25:48.0,163
7,37,50,ALL,00:28:06.5,163
4,49,22,ALL,00:24:32.0,163
8,85,4,ALL,00:29:48.1,163
9,11,2,ALL,00:30:11.7,163
2,1,1,ALL,00:24:28.8,164
10,27,3,ALL,00:35:28.7,164
11,77,33,ALL,00:35:30.0,164
12,26,325,ALL,00:39:55.2,164
1,73,8,ALL,00:23:48.0,164
3,53,7,ALL,00:24:37.5,164
4,88,16,ALL,00:25:18.7,164
5,85,38,ALL,00:26:17.8,164
6,49,22,ALL,00:27:09.8,164
7,33,48,ALL,00:30:35.6,164
8,11,2,ALL,00:30:48.8,164
9,93,4,ALL,00:30:50.9,164
3,1,1,ALL,00:24:11.0,165
10,50,328,ALL,00:44:17.4,165
1,73,8,ALL,00:21:11.0,165
2,87,7,ALL,00:23:34.0,165
4,88,16,ALL,00:24:40.4,165
5,44,5,ALL,00:26:07.1,165
6,26,4,ALL,00:28:44.0,165
7,93,355,ALL,00:29:22.5,165
8,77,33,ALL,00:32:57.8,165
9,8,143,ALL,00:33:22.9,165
2,44,5,ALL,00:24:00.9,166
10,27,3,ALL,00:34:34.8,166
11,88,56,ALL,00:36:22.4,166
3,100,1,ALL,00:24:12.4,166
4,80,16,ALL,00:24:32.8,166
5,55,7,ALL,00:24:47.8,166
6,77,68,ALL,00:26:14.4,166
7,49,22,ALL,00:30:29.4,166
8,11,2,ALL,00:30:30.9,166
9,73,4,ALL,00:30:32.1,166
1,26,8,ALL,00:20:42.0,166
2,1,1,ALL,00:24:50.0,167
10,11,2,ALL,00:42:41.0,167
11,27,4,ALL,00:42:43.2,167
4,80,16,ALL,00:24:52.1,167
3,44,5,ALL,00:24:52.0,167
1,26,8,ALL,00:20:32.0,167
5,100,68,ALL,00:26:02.6,167
6,53,19,ALL,00:30:33.8,167
7,73,48,ALL,00:30:41.2,167
8,47,33,ALL,00:32:33.9,167
9,101,56,ALL,00:34:42.8,167
3,1,1,ALL,00:23:41.0,168
10,27,33,ALL,00:33:05.1,168
11,33,3,ALL,00:35:16.6,168
12,77,137,ALL,00:35:30.5,168
13,47,10,ALL,00:37:15.4,168
4,53,49,ALL,00:23:43.0,168
2,88,22,ALL,00:23:36.0,168
1,26,8,ALL,00:22:45.0,168
5,93,4,ALL,00:26:33.1,168
6,8,16,ALL,00:28:44.3,168
7,73,46,ALL,00:28:59.3,168
8,55,48,ALL,00:30:35.5,168
9,11,2,ALL,00:31:07.2,168
1,88,16,ALL,00:26:47.0,169
3,50,4,ALL,00:28:20.9,169
4,47,48,ALL,00:30:07.4,169
5,80,203,ALL,00:33:36.2,169
6,93,10,ALL,00:41:07.9,169
7,85,293,ALL,00:41:12.4,169
1,77,176,ALL,00:19:00.0,169
2,73,8,ALL,00:21:31.0,169
2,1,1,ALL,00:23:40.0,170
1,73,8,ALL,00:20:22.0,170
3,44,5,ALL,00:25:05.6,170
4,80,16,ALL,00:25:20.6,170
5,85,370,ALL,00:25:33.4,170
6,93,114,ALL,00:26:09.0,170
3,1,1,ALL,00:24:05.0,171
9,2,7,ALL,00:26:45.0,171
11,26,56,ALL,00:34:31.2,171
12,93,4,ALL,00:39:21.8,171
13,8,172,ALL,00:39:26.1,171
1,101,8,ALL,00:21:44.0,171
2,73,78,ALL,00:21:56.0,171
4,44,5,ALL,00:24:49.5,171
5,100,38,ALL,00:25:20.2,171
6,85,68,ALL,00:25:50.0,171
7,88,16,ALL,00:26:02.8,171
8,49,22,ALL,00:26:20.4,171
10,11,2,ALL,00:29:04.2,171
2,1,1,ALL,00:22:56.0,172
1,101,8,ALL,00:21:05.0,172
3,26,283,ALL,00:22:57.0,172
4,33,291,ALL,00:22:57.0,172
5,80,16,ALL,00:25:13.3,172
6,44,5,ALL,00:25:41.1,172
7,85,4,ALL,00:28:18.2,172
8,11,2,ALL,00:28:20.2,172
3,1,1,ALL,00:24:55.0,173
1,47,8,ALL,00:23:49.0,173
2,88,16,ALL,00:24:44.0,173
4,44,5,ALL,00:25:19.2,173
5,26,4,ALL,00:25:30.2,173
6,2,15,ALL,00:28:38.9,173
7,11,2,ALL,00:29:44.0,173
8,77,20,ALL,00:29:45.5,173
9,55,280,ALL,01:00:59.8,173
4,1,1,ALL,00:23:29.0,174
10,11,2,ALL,00:28:44.1,174
11,100,20,ALL,00:28:57.3,174
12,48,56,ALL,00:33:24.0,174
13,27,3,ALL,00:38:12.6,174
2,35,78,ALL,00:21:44.0,174
3,93,174,ALL,00:22:11.0,174
5,44,5,ALL,00:23:53.3,174
6,80,16,ALL,00:24:05.1,174
1,26,8,ALL,00:20:30.0,174
7,47,223,ALL,00:24:34.9,174
8,101,7,ALL,00:24:49.0,174
9,56,38,ALL,00:28:07.7,174
